56 48 29 0.029613
57 48 29 0.022602
58 48 29 0.010864
56 49 29 0.023203
57 49 29 0.017365
58 49 29 0.00566
57 50 29 0.015469
56 47 30 0.024361
57 47 30 0.029907
58 47 30 0.021792
55 48 30 0.021371
56 48 30 0.024212
57 48 30 0.02577
58 48 30 0.013848
59 48 30 -0.009512
55 49 30 0.016384
56 49 30 0.020065
57 49 30 0.017606
58 49 30 0.001643
59 49 30 -0.020572
56 50 30 0.019519
57 50 30 0.015806
58 50 30 -0.003766
59 50 30 -0.027431
57 51 30 0.022403
56 47 31 0.013042
57 47 31 0.020247
58 47 31 0.015885
59 47 31 0.000153
55 48 31 0.014137
56 48 31 0.017926
57 48 31 0.018558
58 48 31 0.004667
59 48 31 -0.018064
55 49 31 0.01323
56 49 31 0.015133
57 49 31 0.008315
58 49 31 -0.012455
59 49 31 -0.036198
55 50 31 0.010243
56 50 31 0.0139
57 50 31 0.003161
58 50 31 -0.02145
59 50 31 -0.045696
57 51 31 0.012255
58 51 31 -0.014043
56 47 32 0.012818
57 47 32 0.014294
58 47 32 0.010389
55 48 32 0.019936
56 48 32 0.020953
57 48 32 0.0151
58 48 32 -0.000303
59 48 32 -0.01592
55 49 32 0.017789
56 49 32 0.015296
57 49 32 0.003597
58 49 32 -0.016366
59 49 32 -0.033416
56 50 32 0.00677
57 50 32 -0.00663
58 50 32 -0.025666
59 50 32 -0.040714
57 51 32 -0.000976
57 47 33 0.018286
56 48 33 0.029983
57 48 33 0.020453
58 48 33 0.006019
56 49 33 0.019954
57 49 33 0.011085
58 49 33 -0.001856
57 50 33 -0.001038
58 50 33 -0.007977
