38 60 34 -0.815742
39 60 34 -0.590625
38 61 34 -0.335573
39 61 34 -0.606228
40 61 34 -0.83206
39 62 34 -0.337412
38 59 35 -1.58327
39 59 35 -0.824693
40 59 35 -0.246655
37 60 35 -0.522247
38 60 35 -1.143443
39 60 35 -1.225543
40 60 35 -0.932728
41 60 35 -0.818147
37 61 35 0.227015
38 61 35 -0.563455
39 61 35 -1.208264
40 61 35 -1.200289
41 61 35 -1.342169
37 62 35 0.638034
38 62 35 0.018782
39 62 35 -0.633755
40 62 35 -0.797208
39 63 35 0.08507
38 59 36 -1.398586
39 59 36 -0.783325
40 59 36 -0.247809
37 60 36 -0.842566
38 60 36 -1.22884
39 60 36 -1.179238
40 60 36 -0.713665
41 60 36 -0.409769
37 61 36 -0.085862
38 61 36 -0.705876
39 61 36 -1.070303
40 61 36 -0.691337
41 61 36 -0.460808
37 62 36 0.691092
38 62 36 0.01573
39 62 36 -0.342849
40 62 36 0.019823
41 62 36 0.112707
38 63 36 0.475917
39 63 36 0.535661
40 63 36 0.93414
38 59 37 -0.826528
39 59 37 -0.262415
40 59 37 0.296781
37 60 37 -1.246252
38 60 37 -1.135181
39 60 37 -0.683298
40 60 37 -0.026223
41 60 37 0.352335
37 61 37 -0.798613
38 61 37 -0.972531
39 61 37 -0.663775
40 61 37 0.038418
41 61 37 0.534561
37 62 37 0.061655
38 62 37 -0.354955
39 62 37 -0.021224
40 62 37 0.776068
41 62 37 1.281173
38 63 37 0.149741
39 63 37 0.911017
40 63 37 1.803188
39 59 38 0.177088
38 60 38 -1.065038
39 60 38 -0.438851
40 60 38 0.261869
37 61 38 -1.511492
38 61 38 -1.385537
39 61 38 -0.637082
40 61 38 0.21096
38 62 38 -1.012899
39 62 38 -0.006571
40 62 38 0.9593
