43 70 47 -0.028576
44 70 47 -0.016716
43 71 47 -0.021881
44 71 47 -0.004271
42 69 48 -0.036014
43 69 48 -0.028409
44 69 48 -0.019423
45 69 48 -0.014383
42 70 48 -0.029542
43 70 48 -0.024948
44 70 48 -0.015164
45 70 48 -0.008488
42 71 48 -0.021773
43 71 48 -0.015886
44 71 48 -0.00347
45 71 48 0.003445
42 72 48 -0.007749
43 72 48 0.002966
44 72 48 0.015354
43 68 49 -0.042083
44 68 49 -0.031215
42 69 49 -0.035114
43 69 49 -0.031358
44 69 49 -0.023724
45 69 49 -0.017479
41 70 49 -0.022455
42 70 49 -0.025155
43 70 49 -0.024772
44 70 49 -0.01793
45 70 49 -0.011501
41 71 49 -0.008994
42 71 49 -0.01351
43 71 49 -0.013757
44 71 49 -0.007801
45 71 49 -0.003252
42 72 49 0.002856
43 72 49 0.003941
44 72 49 0.006458
45 72 49 0.008017
43 68 50 -0.044689
44 68 50 -0.034125
42 69 50 -0.034656
43 69 50 -0.035106
44 69 50 -0.028096
45 69 50 -0.020369
41 70 50 -0.017457
42 70 50 -0.024738
43 70 50 -0.028005
44 70 50 -0.022341
45 70 50 -0.014971
41 71 50 -0.005607
42 71 50 -0.011352
43 71 50 -0.015727
44 71 50 -0.01321
45 71 50 -0.009715
42 72 50 0.00689
43 72 50 0.00308
44 72 50 -0.000553
45 72 50 -0.003817
42 69 51 -0.030885
43 69 51 -0.033948
44 69 51 -0.026659
42 70 51 -0.024879
43 70 51 -0.030362
44 70 51 -0.024161
45 70 51 -0.014591
42 71 51 -0.014295
43 71 51 -0.019458
44 71 51 -0.016801
45 71 51 -0.012976
43 72 51 0.000334
44 72 51 -0.003548
