43 44 23 -2.017302
44 44 23 -1.617209
45 44 23 -1.182752
43 45 23 -2.314694
44 45 23 -0.677674
45 45 23 0.378776
43 46 23 -2.94231
44 46 23 -0.535212
45 46 23 0.822659
44 43 24 -1.942975
45 43 24 -2.628273
42 44 24 -1.68096
43 44 24 -1.833652
44 44 24 -1.793631
45 44 24 -1.149622
46 44 24 0.153181
42 45 24 -3.076954
43 45 24 -2.640052
44 45 24 -1.207743
45 45 24 0.396601
46 45 24 1.743583
42 46 24 -3.461147
43 46 24 -2.868761
44 46 24 -0.990076
45 46 24 0.708949
46 46 24 1.730563
43 47 24 -2.111012
44 47 24 -0.654392
45 47 24 0.390455
43 43 25 -0.573749
44 43 25 -1.550043
45 43 25 -2.164082
42 44 25 -1.057902
43 44 25 -1.51784
44 44 25 -1.397226
45 44 25 -0.640405
46 44 25 0.66189
42 45 25 -2.490359
43 45 25 -2.515614
44 45 25 -1.095868
45 45 25 0.803609
46 45 25 2.318573
42 46 25 -2.327609
43 46 25 -2.362754
44 46 25 -0.863328
45 46 25 0.918803
46 46 25 2.086452
43 47 25 -0.680535
44 47 25 0.098311
45 47 25 0.84256
44 43 26 -0.630159
45 43 26 -1.287691
43 44 26 -0.944757
44 44 26 -0.428231
45 44 26 0.256659
46 44 26 0.827925
42 45 26 -2.150818
43 45 26 -2.070317
44 45 26 -0.465932
45 45 26 1.355337
46 45 26 2.368407
42 46 26 -1.698978
43 46 26 -1.78573
44 46 26 -0.33739
45 46 26 1.239459
46 46 26 1.952904
43 47 26 0.196563
44 47 26 0.702485
45 47 26 1.167429
43 44 27 0.293972
44 44 27 0.787813
45 44 27 1.228506
43 45 27 -0.809736
44 45 27 0.563245
45 45 27 1.913746
43 46 27 -0.484788
44 46 27 0.691297
45 46 27 1.676897
