36 52 29 -0.074721
37 52 29 -0.152336
35 53 29 0.091614
36 53 29 -0.071897
37 53 29 -0.092144
36 54 29 -0.115563
37 54 29 -0.098842
35 51 30 0.077746
36 51 30 -0.151976
37 51 30 -0.302385
35 52 30 0.15575
36 52 30 -0.019202
37 52 30 -0.121797
38 52 30 -0.105809
34 53 30 0.213807
35 53 30 0.144876
36 53 30 0.033614
37 53 30 -0.003107
38 53 30 0.018904
35 54 30 0.101092
36 54 30 0.006279
37 54 30 0.034861
38 54 30 0.098266
36 55 30 0.013255
37 55 30 0.046964
35 51 31 0.277292
36 51 31 0.046149
37 51 31 -0.190644
34 52 31 0.222164
35 52 31 0.268865
36 52 31 0.139455
37 52 31 -0.013108
38 52 31 -0.079275
34 53 31 0.118708
35 53 31 0.153176
36 53 31 0.1163
37 53 31 0.067768
38 53 31 0.033909
34 54 31 0.047448
35 54 31 0.012161
36 54 31 -0.000487
37 54 31 0.038904
38 54 31 0.074139
35 55 31 -0.040219
36 55 31 -0.073523
37 55 31 -0.0151
35 51 32 0.399752
36 51 32 0.238848
37 51 32 -0.032555
35 52 32 0.280823
36 52 32 0.239826
37 52 32 0.079464
38 52 32 -0.064952
34 53 32 -0.08549
35 53 32 0.083878
36 53 32 0.119366
37 53 32 0.072972
38 53 32 0.009987
35 54 32 -0.110307
36 54 32 -0.084675
37 54 32 -0.057342
38 54 32 -0.012594
35 55 32 -0.207413
36 55 32 -0.249549
37 55 32 -0.218588
35 52 33 0.148981
36 52 33 0.176311
37 52 33 0.045615
35 53 33 -0.011783
36 53 33 0.044393
37 53 33 -0.013113
38 53 33 -0.080214
35 54 33 -0.117151
36 54 33 -0.124483
37 54 33 -0.174901
