ID,Trial,multinomial_choice,choice_numeric,correct_incorrect,stake,reward,comp_trials,mystery_trials,value_chosen,value_max,best_value_option
115105,237,C,3,1,10,10,0,0,0.764159456332816,0.764159456332816,1
115105,238,A,1,0,25,0,0,1,0.757381213019798,0.757381213019798,1
115105,239,A,1,0,10,0,0,0,0.509640476897109,0.750663094046052,1
115105,240,B,2,0,10,0,0,0,0.749006626941532,0.749006626941532,1
115105,241,A,1,0,10,0,0,0,0.742362792178515,0.742362792178515,1
115105,242,,0,0,50,0,0,0,0.742362792178515,0.742362792178515,1
115105,243,A,1,1,50,50,0,0,0.77278710509161,0.77278710509161,1
115105,244,A,1,0,50,0,0,0,0.501783338660018,0.765932332852565,1
115105,245,B,2,0,25,0,0,0,0.764242171548884,0.764242171548884,1
115105,246,A,1,0,50,0,0,0,0.757463194535778,0.757463194535778,1
115105,247,A,1,0,25,0,0,0,0.495139945463054,0.750744348370007,1
115105,248,B,2,0,10,0,0,0,0.255168261000641,0.749087701963859,1
115105,249,C,3,0,50,0,0,0,0.252904868793049,0.747434711232671,1
115105,250,C,3,0,10,0,1,0,0.745785368109566,0.745785368109566,1
115105,251,A,1,0,10,0,0,0,0.739170106540214,0.739170106540214,1
115105,252,A,1,1,50,50,0,0,0.769971442895358,0.769971442895358,1
115105,253,A,1,0,25,0,0,0,0.763141646128769,0.763141646128769,1
115105,254,A,1,0,50,0,0,0,0.484286178913602,0.756372430990633,1
115105,255,B,2,0,50,0,0,0,0.754703365253102,0.754703365253102,1
115105,256,A,1,0,25,0,0,0,0.748008999310962,0.748008999310962,1
115105,257,A,1,0,25,0,0,0,0.246815196733471,0.741374013699466,1
115105,258,C,3,0,50,0,0,0,0.739738044546887,0.739738044546887,1
115105,259,A,1,1,25,25,0,1,0.770472313246018,0.770472313246018,1
115105,260,A,1,0,10,0,0,0,0.474717880053753,0.763638073661799,1
115105,261,B,2,0,10,0,0,0,0.243010041515901,0.761952975035247,1
115105,262,C,3,1,50,50,1,0,0.332402794852014,0.760271594868368,1
115105,263,,0,0,50,0,0,0,0.760271594868368,0.760271594868368,1
115105,264,A,1,0,25,0,0,0,0.753527837644288,0.753527837644288,1
115105,265,A,1,1,10,10,0,0,0.782633673153393,0.782633673153393,1
115105,266,A,1,1,50,50,0,0,0.808302407885736,0.808302407885736,1
115105,267,A,1,0,10,0,0,0,0.465338627148668,0.801132607988944,1
115105,268,B,2,0,10,0,0,0,0.799364771229661,0.799364771229661,1
115105,269,A,1,0,50,0,0,0,0.792274249911961,0.792274249911961,1
115105,270,A,1,0,10,0,0,0,0.785246622900298,0.785246622900298,1
115105,271,A,1,0,10,0,0,0,0.77828133230992,0.77828133230992,1
115105,272,A,1,0,10,0,0,0,0.457153472808248,0.771377825204619,1
115105,273,B,2,0,50,0,0,0,0.769675647486356,0.769675647486356,1
115105,274,A,1,0,25,0,0,0,0.762848474482696,0.762848474482696,1
115105,275,A,1,1,25,25,0,1,0.790853638337583,0.790853638337583,1
115105,276,A,1,0,25,0,0,0,0.322992479442829,0.783838612427463,1
115105,277,C,3,1,25,25,0,0,0.449112292657091,0.782108937841038,1
115105,278,B,2,0,10,0,0,0,0.780383080078801,0.780383080078801,1
115105,279,A,1,0,25,0,0,0,0.444146326392007,0.773460930061157,1
115105,280,B,2,0,25,0,0,0,0.440206661912403,0.771754155614086,1
115105,281,,0,0,50,0,0,0,0.771754155614086,0.771754155614086,1
115105,282,A,1,0,25,0,0,0,0.764908545838229,0.764908545838229,1
115105,283,A,1,0,25,0,0,0,0.7581236579553,0.7581236579553,1
115105,284,A,1,0,50,0,0,0,0.437298912887482,0.751398953350273,1
115105,285,B,2,0,25,0,0,0,0.749740862445755,0.749740862445755,1
115105,286,A,1,1,10,10,0,0,0.779293900901238,0.779293900901238,1
115105,287,A,1,0,50,0,0,0,0.772381412115182,0.772381412115182,1
115105,288,,0,0,25,0,0,0,0.772381412115182,0.772381412115182,1
115105,289,A,1,0,25,0,0,0,0.430557066104813,0.765530238451908,1
115105,290,B,2,1,50,50,0,0,0.763840964438614,0.763840964438614,1
115105,291,A,1,0,10,0,0,0,0.757065546210772,0.757065546210772,1
115105,292,A,1,0,25,0,0,1,0.391532901208964,0.750350227263146,1
115105,293,C,3,0,10,0,0,0,0.494514245386689,0.748694450552943,1
115105,294,B,2,0,25,0,0,0,0.38720360715297,0.747042327598565,1
115105,295,C,3,1,10,10,0,0,0.489046256421915,0.745393850337373,1
115105,296,B,2,0,50,0,1,0,0.743749010724518,0.743749010724518,1
115105,297,A,1,0,25,0,0,0,0.737151812042059,0.737151812042059,1
115105,298,,0,0,10,0,0,0,0.483638728613918,0.737151812042059,1
115105,299,B,2,0,10,0,0,0,0.735525159902944,0.735525159902944,1
115105,300,A,1,0,25,0,0,0,0,0,1
202200,1,B,2,0,25,0,0,0,0,0,1
202200,2,A,1,1,50,50,0,0,0.479584422504366,0.479584422504366,1
202200,3,A,1,1,25,25,0,1,0.729167626699886,0.729167626699886,1
202200,4,A,1,1,50,50,0,0,0.859054614044508,0.859054614044508,1
202200,5,A,1,1,10,10,0,0,0.926649825572628,0.926649825572628,1
202200,6,A,1,1,10,10,0,0,0.961827426615974,0.961827426615974,1
202200,7,A,1,0,25,0,0,0,0,0.818549629379439,1
202200,8,B,2,1,50,50,1,0,0.702612022194845,0.702612022194845,1
202200,9,A,1,1,25,25,0,0,0.845234663790272,0.845234663790272,1
202200,10,A,1,1,50,50,0,0,0.919457708180108,0.919457708180108,1
202200,11,A,1,1,50,50,0,0,0.958084536689729,0.958084536689729,1
202200,12,A,1,1,10,10,0,0,0.978186539955388,0.978186539955388,1
202200,13,A,1,1,10,10,0,0,0.988647935593706,0.988647935593706,1
202200,14,A,1,0,50,0,0,0,0.841374844252684,0.841374844252684,1
202200,15,A,1,1,50,50,0,0,0.917448997966426,0.917448997966426,1
202200,16,A,1,1,50,50,0,0,0.957039172603854,0.957039172603854,1
202200,17,A,1,1,10,10,0,0,0.977642516200945,0.977642516200945,1
202200,18,A,1,1,50,50,0,0,0.988364817157365,0.988364817157365,1
202200,19,A,1,1,50,50,1,0,0.993944869601683,0.993944869601683,1
202200,20,A,1,1,25,25,0,0,0.996848815816949,0.996848815816949,1
202200,21,A,1,1,25,25,0,0,0.998360074663582,0.998360074663582,1
202200,22,A,1,1,10,10,0,0,0.999146557308998,0.999146557308998,1
202200,23,A,1,1,50,50,0,0,0.999555855129103,0.999555855129103,1
202200,24,A,1,0,25,0,0,0,0.850657874914863,0.850657874914863,1
202200,25,A,1,1,25,25,0,0,0.922280031729393,0.922280031729393,1
202200,26,A,1,1,25,25,0,0,0.95955331782951,0.95955331782951,1
202200,27,A,1,1,25,25,0,1,0.978950916540462,0.978950916540462,1
202200,28,A,1,1,50,50,0,0,0.989045729075651,0.989045729075651,1
202200,29,A,1,1,10,10,0,0,0.994299226770861,0.994299226770861,1
202200,30,A,1,1,10,10,0,0,0.997033228807786,0.997033228807786,1
202200,31,A,1,1,25,25,0,0,0.998456046056707,0.998456046056707,1
202200,32,A,1,1,50,50,0,0,0.999196502316974,0.999196502316974,1
202200,33,A,1,1,50,50,0,0,0.999581847289272,0.999581847289272,1
202200,34,A,1,0,50,0,0,0,0.850679995175196,0.850679995175196,1
202200,35,A,1,0,25,0,0,0,0.723959179684714,0.723959179684714,1
202200,36,A,1,0,25,0,0,0,0.616115221731319,0.616115221731319,1
202200,37,A,1,0,50,0,0,0,0.524336146430727,0.524336146430727,1
202200,38,A,1,0,25,0,1,0,0.00490887395074428,0.446228862324258,1
202200,39,B,2,1,25,25,0,0,0.482139076976296,0.482139076976296,1
202200,40,B,2,0,25,0,0,0,0.410317643110696,0.410317643110696,2
202200,41,B,2,0,10,0,0,0,0.282208011412026,0.34919502750903,2
202200,42,A,1,1,25,25,0,0,0.62644986773725,0.62644986773725,2
202200,43,A,1,0,25,0,0,0,0.533131300762814,0.533131300762814,1
202200,44,A,1,0,25,0,0,0,0.220841013723316,0.453713854038618,1
202200,45,B,2,1,25,25,0,1,0.594513526195907,0.594513526195907,1
202200,46,B,2,0,25,0,0,0,0.505952328933766,0.505952328933766,2
202200,47,B,2,0,50,0,0,0,0,0.430583574425096,2
202200,48,C,3,0,10,0,0,0,0.246299926465224,0.369596643981207,2
202200,49,A,1,1,50,50,0,0,0.607762740972898,0.607762740972898,2
202200,50,A,1,0,25,0,0,0,0.517227885801001,0.517227885801001,1
202200,51,A,1,1,25,25,0,0,0.74875787139034,0.74875787139034,1
202200,52,A,1,0,10,0,0,0,0.637219797607424,0.637219797607424,1
202200,53,A,1,0,10,0,0,0,0.172218904025618,0.542296897271837,1
202200,54,B,2,0,25,0,0,0,0.465487132296448,0.465487132296448,1
202200,55,A,1,0,10,0,0,0,0.396146241080611,0.396146241080611,1
202200,56,A,1,0,25,0,1,0,0.337134656221506,0.337134656221506,1
202200,57,A,1,1,50,50,0,0,0.655034549315673,0.655034549315673,1
202200,58,A,1,0,50,0,0,0,0.0795629581994895,0.557457889779172,1
202200,59,B,2,0,10,0,0,0,0.0677109304063614,0.478500754466353,1
202200,60,B,2,0,10,0,0,0,0.0576244297629011,0.410726937806135,1
202200,61,B,2,1,25,25,0,0,0.509573073397283,0.509573073397283,1
202200,62,B,2,1,10,10,0,0,0.744774187772638,0.744774187772638,2
202200,63,B,2,0,50,0,0,0,0.259755569704481,0.63382954000133,2
202200,64,A,1,1,50,50,0,0,0.614765267319831,0.614765267319831,2
202200,65,A,1,1,10,10,1,0,0.799517844120874,0.799517844120874,1
202200,66,,0,0,10,0,0,0,0.799517844120874,0.799517844120874,1
202200,67,A,1,1,25,25,0,0,0.895665963070595,0.895665963070595,1
202200,68,A,1,1,25,25,0,0,0.945702941918933,0.945702941918933,1
